INSTANCE	NUM_VEHICLES	TOTAL_DISTANCE	TOTAL_TIME	RECHARGING_AMOUNT	NUM_VISITED_STATIONS	CONFIGURATION
C202	4	645.157861	10288.228550	258.901748	4	D0;C8;C10;C11;C9;C13;C15;C12;C14;C16;C19;C18;C17;C25;C23;C26;S10;C28;C34;C36;C39;C38;C37;C35;C31;C33;C32;C6;C29;C30;C27;C24;C22;C21;D0;D0;C89;C4;C3;C7;C98;C95;C94;C92;C97;C100;C99;C1;C2;C75;C5;C93;D0;D0;C48;C43;C41;C42;C47;S13;C52;C50;C51;C45;C46;C44;C40;C57;C59;C60;C58;C56;C53;S16;C54;C55;C49;C65;C68;C64;C61;C72;C74;C62;C66;C69;C20;D0;D0;C90;C91;C88;C86;C84;C83;C82;C85;S20;C76;C71;C70;C73;C80;C79;C81;C78;C77;C87;C96;C63;C67;D0
C203	4	644.983581	11114.164060	293.985692	4	D0;C48;C47;S13;C52;C50;C51;C45;C46;C44;C40;C57;C59;C60;C58;C56;C53;C54;C55;C49;C65;C64;C61;C72;C68;S15;C41;C42;C43;C20;D0;D0;C8;C10;C11;C9;C13;C15;C12;C14;C16;C19;C18;C17;C25;C23;C26;S10;C28;C34;C36;C39;C38;C37;C35;C31;C33;C32;C6;C29;C30;C27;C24;C22;C21;D0;D0;C89;C4;C3;C7;C98;C95;C94;C92;C97;C100;C99;C1;C2;C75;C5;C93;D0;D0;C90;C91;C88;C86;C84;C83;C82;C85;S20;C76;C71;C70;C73;C80;C79;C81;C78;C77;C87;C96;C63;C74;C62;C66;C69;C67;D0
C204	4	636.429972	10770.321380	291.500067	4	D0;C89;C4;C3;C7;C98;C95;C94;C92;C97;C100;C99;C1;C2;C75;C5;C93;D0;D0;C8;C10;C11;C9;C13;C15;C12;C14;C16;C19;C18;C17;C25;C23;C26;S10;C28;C34;C36;C39;C38;C37;C35;C31;C33;C32;C6;C29;C30;C27;C24;C22;C21;D0;D0;C20;S13;C52;C50;C51;C45;C46;C44;C40;C57;C59;C60;C58;C56;C53;C54;C55;C49;C65;C64;C61;C72;C63;C67;D0;D0;C90;C91;C88;C86;C84;C83;C82;C85;S20;C76;C71;C70;C73;C80;C79;C81;C78;C77;C87;C96;C74;C62;C66;C69;C68;S15;C41;C42;C47;C43;C48;D0
C205	4	641.128319	10289.496180	282.391230	3	D0;C48;C43;C41;C42;C47;C52;C50;C51;C45;C46;C44;C40;C57;C59;C60;C58;C56;C53;C54;C55;C49;C65;S15;C68;C64;C61;C72;C74;C62;C66;C69;C20;D0;D0;C90;C91;C88;C86;C84;C83;C82;C85;S20;C76;C71;C70;C73;C80;C79;C81;C78;C77;C87;C96;C63;C67;D0;D0;C89;C4;C3;C7;C98;C95;C94;C92;C97;C100;C99;C1;C2;C75;C5;C93;D0;D0;C8;C10;C11;C9;C13;C15;C12;C14;C16;C19;C18;C17;C25;C23;C26;S10;C28;C34;C36;C39;C38;C37;C35;C31;C33;C32;C6;C29;C30;C27;C24;C22;C21;D0
C206	4	638.171157	11506.956150	352.466541	4	D0;C48;C43;C41;C42;C47;C52;C50;C51;C45;C46;C44;C40;C57;C59;C60;C58;C56;C53;C54;C55;C49;C65;S15;C68;C64;C61;C72;C74;C62;C66;C69;D0;D0;C89;C4;C3;C7;C98;C95;C94;C92;C97;C100;C99;S3;C1;C2;C75;C5;C93;C21;D0;D0;C90;C91;C88;C86;C84;C83;C82;C85;S20;C76;C71;C70;C73;C80;C79;C81;C78;C77;C87;C96;C63;C67;D0;D0;C8;C10;C11;C9;C13;C15;C12;C14;C16;C19;C18;C17;C25;C23;C26;S10;C28;C34;C36;C39;C38;C37;C35;C31;C33;C32;C6;C29;C30;C27;C24;C22;C20;D0
C207	4	638.171157	11360.956150	352.466541	4	D0;C90;C91;C88;C86;C84;C83;C82;C85;S20;C76;C71;C70;C73;C80;C79;C81;C78;C77;C87;C96;C63;C67;D0;D0;C48;C43;C41;C42;C47;C52;C50;C51;C45;C46;C44;C40;C57;C59;C60;C58;C56;C53;C54;C55;C49;C65;S15;C68;C64;C61;C72;C74;C62;C66;C69;D0;D0;C8;C10;C11;C9;C13;C15;C12;C14;C16;C19;C18;C17;C25;C23;C26;S10;C28;C34;C36;C39;C38;C37;C35;C31;C33;C32;C6;C29;C30;C27;C24;C22;C20;D0;D0;C89;C4;C3;C7;C98;C95;C94;C92;C97;C100;C99;S3;C1;C2;C75;C5;C93;C21;D0
C208	4	638.171157	11382.956150	352.466541	4	D0;C90;C91;C88;C86;C84;C83;C82;C85;S20;C76;C71;C70;C73;C80;C79;C81;C78;C77;C87;C96;C63;C67;D0;D0;C48;C43;C41;C42;C47;C52;C50;C51;C45;C46;C44;C40;C57;C59;C60;C58;C56;C53;C54;C55;C49;C65;S15;C68;C64;C61;C72;C74;C62;C66;C69;D0;D0;C8;C10;C11;C9;C13;C15;C12;C14;C16;C19;C18;C17;C25;C23;C26;S10;C28;C34;C36;C39;C38;C37;C35;C31;C33;C32;C6;C29;C30;C27;C24;C22;C20;D0;D0;C89;C4;C3;C7;C98;C95;C94;C92;C97;C100;C99;S3;C1;C2;C75;C5;C93;C21;D0
R101	18	1663.037485	3820.366099	839.728681	22	D0;S13;C61;C16;C91;C85;C98;C92;C97;C87;C13;D0;D0;C3;C68;S1;C54;C80;C77;C12;D0;D0;C21;C39;S18;C55;C4;C25;C26;D0;D0;C89;C6;C58;C95;C53;D0;D0;C40;C56;C23;C67;S18;D0;D0;S15;C2;C15;C42;C57;D0;D0;S15;C43;C38;C86;S11;C14;C44;C37;D0;D0;C8;C46;C36;S8;C48;C47;D0;D0;S7;C19;C11;C64;C49;S8;D0;D0;C96;S13;C100;C59;C93;C99;C5;C94;D0;D0;C60;S10;C17;C84;C45;C83;C82;S9;D0;D0;S4;C65;C35;S4;C20;C51;D0;D0;S5;C32;C90;C63;C10;C88;D0;D0;C1;C33;C34;C78;C29;S1;C24;D0;D0;C81;C66;S4;C71;C30;D0;D0;S5;C70;C9;C79;C50;S3;C76;C28;D0;D0;C74;C22;C75;C72;C73;S16;C41;D0;D0;C31;C62;S7;C7;C52;C18;C69;C27;D0
R102	16	1490.400421	3301.675548	811.828052	23	D0;C53;C40;C56;S17;C75;C72;C73;C21;C26;D0;D0;C97;C98;C100;S11;C91;C15;S14;C42;C87;C57;C2;D0;D0;C89;C6;C58;C13;C95;D0;D0;S3;C65;S4;C71;C35;C30;D0;D0;S13;C96;C5;C17;C84;S10;C45;C83;C60;D0;D0;C9;S4;C34;C78;C29;C77;C76;D0;D0;C18;C8;C46;C36;S8;C47;C48;C82;D0;D0;C31;C70;S5;C7;C52;C69;C27;D0;D0;C1;C33;C81;C79;C80;S1;C24;C12;D0;D0;C74;C39;S18;C67;C23;S17;C22;C41;D0;D0;C93;C61;C16;C85;C59;C92;C99;S13;C94;D0;D0;S7;C19;C11;C64;C49;S8;D0;D0;C28;C3;C68;C54;C4;S19;C25;C55;D0;D0;S3;C66;S3;C50;S3;C20;C51;D0;D0;S5;C10;C32;C90;C63;C62;C88;D0;D0;S15;C43;C38;C86;S11;C14;C44;C37;D0
R103	13	1279.531936	2817.757968	669.644810	18	D0;S13;C100;C14;C38;C86;S11;C44;C37;D0;D0;C80;C68;C79;C3;C77;C76;C28;D0;D0;S9;C8;C46;C36;C49;S8;C47;C48;C82;C18;D0;D0;C94;S13;C96;C89;C7;C52;C69;C27;D0;D0;C6;C60;C83;C45;C17;C84;C5;S9;C88;C31;D0;D0;C26;C39;C56;S17;C75;C72;C73;C74;C22;C41;D0;D0;C53;C58;C40;C2;S14;C15;C43;C42;C87;C57;D0;D0;C62;S5;C10;C90;C63;C64;C11;C19;S7;D0;D0;C55;C25;S19;C54;C4;S18;C67;C23;C21;D0;D0;C1;C66;S4;C9;C51;C30;C70;D0;D0;C50;S3;C65;C35;C71;S4;C20;C32;D0;D0;S3;C33;C81;C34;C78;C29;C24;S1;C12;D0;D0;C93;C61;S11;C16;C91;C85;C98;C92;C99;C59;C97;C95;C13;D0
R104	11	1088.089134	2429.118506	492.745465	13	D0;C74;C75;C56;C23;C67;S18;C39;C22;C41;D0;D0;C89;C18;S9;C7;C52;C69;C88;C31;C27;D0;D0;S7;C11;C64;C63;C90;C32;C10;S5;C62;D0;D0;C60;C83;C45;S10;C17;C84;C5;C93;C85;C98;C59;C99;C96;D0;D0;C58;C2;C57;C15;S14;C43;C38;C100;C37;C92;C13;D0;D0;C48;C36;C49;S8;C19;C47;C46;C8;C82;D0;D0;S3;C20;C66;C65;C35;C71;S4;C9;C50;D0;D0;C1;S3;C51;C81;C34;C78;C3;C77;C76;C28;D0;D0;C26;C54;C55;C25;S19;C4;C72;C73;C21;C40;C53;D0;D0;C6;C61;S11;C91;C16;C86;C44;C14;C42;C87;C97;C95;C94;D0;D0;C70;C30;S3;C33;C79;C29;C24;C68;C80;C12;D0
R105	15	1383.293960	3109.091569	700.229941	19	D0;C60;C8;C46;C36;S8;C49;C47;C82;D0;D0;S3;C33;C81;C79;C29;C80;C77;C76;D0;D0;C21;C56;C39;S18;C4;C72;C73;C26;D0;D0;S13;C100;C91;C98;C59;C92;C97;C87;C57;C13;D0;D0;C7;C52;C18;S9;C48;C88;D0;D0;C31;C70;C90;C32;S6;C20;C30;D0;D0;C89;C6;C2;C58;C53;D0;D0;S3;C66;C65;C35;C71;S4;C51;D0;D0;S13;C96;C61;C16;C17;C84;C45;S10;C83;C5;D0;D0;C3;C68;C54;C55;S19;C25;C24;C12;C28;D0;D0;C43;S14;C15;C42;C14;C44;C37;D0;D0;C40;C74;C22;C75;S17;C23;C67;S17;C41;D0;D0;C1;S3;C9;C34;C78;C50;C69;C27;D0;D0;C62;S7;C19;C11;C64;C63;C10;S5;D0;D0;S11;C38;C86;C85;C93;C99;C95;S13;C94;D0
R106	14	1280.139530	2812.460342	639.573345	17	D0;C1;C70;C10;S5;C7;C52;C69;C27;D0;D0;C53;C40;C2;C43;S14;C15;C42;C57;C87;C97;D0;D0;C6;C13;C58;D0;D0;C74;C75;C56;C39;S18;C67;C23;S17;C22;C41;D0;D0;S3;C66;C65;S4;C9;C35;C71;C51;D0;D0;S19;C25;C55;C54;C4;C72;C73;C21;C26;D0;D0;C28;C3;C68;S1;C24;C29;C80;C77;C76;C12;D0;D0;C94;S13;C98;C38;C86;S11;C14;C44;C100;C37;D0;D0;C96;C61;C16;C91;C85;C93;C59;C99;C92;C95;S13;D0;D0;C18;C8;C46;C36;S8;C47;C48;C82;C88;D0;D0;C31;C90;C32;S6;C63;C20;C30;D0;D0;C89;C5;C17;C84;C45;S10;C83;C60;D0;D0;S3;C33;C81;C34;C78;C79;C50;D0;D0;C62;S7;C19;C11;C64;C49;S8;D0
R107	12	1148.381812	2610.627491	628.046689	14	D0;C60;C5;C61;C16;S11;C91;C38;C86;C44;S11;D0;D0;C94;C59;C98;C100;C14;C43;S14;C15;C42;C87;C13;D0;D0;C18;S9;C8;C48;C7;C52;C69;C27;D0;D0;C50;C33;C81;C34;C78;C79;S3;C30;C70;D0;D0;C53;C40;C21;C56;C39;C67;C23;S17;C75;C74;C58;D0;D0;C26;C55;C25;S19;C4;C72;C73;C22;C41;C57;C2;D0;D0;C1;C20;C32;C63;C90;C10;S5;C62;C88;C31;D0;D0;C19;C47;S8;C36;C49;C64;C11;S7;D0;D0;C89;C83;C17;C84;C45;S10;C46;C82;D0;D0;C6;C96;C85;C93;C99;C92;C37;C97;C95;D0;D0;C28;C68;C80;S1;C54;C24;C29;C3;C77;C76;C12;D0;D0;S3;C51;C9;C35;C65;C66;C71;S4;D0
R108	11	1042.628199	2388.858716	565.504141	15	D0;C26;C54;C55;C25;S19;C4;C72;C73;C21;C40;C58;C53;D0;D0;S5;C10;C32;C90;C63;C64;C11;S7;C88;C31;D0;D0;C74;C75;C56;C39;S18;C67;C23;S17;C22;C41;D0;D0;S3;C20;C66;C65;C71;S4;C35;C34;C78;D0;D0;C93;C85;S11;C44;C38;C14;C43;S14;C15;C57;C2;D0;D0;C50;C3;C79;C29;C24;S1;C68;C80;C12;D0;D0;C89;C18;S9;C82;C7;C52;C69;C27;D0;D0;C1;C70;C30;S3;C51;C9;C81;C33;C77;C76;C28;D0;D0;C5;C84;C61;C16;C86;C17;S10;C45;C83;C60;C6;D0;D0;C62;C19;C48;C47;S8;C49;C36;C46;C8;D0;D0;C94;S13;C96;C99;C59;C92;C37;C98;C91;C100;C42;C87;C97;C95;C13;D0
R109	12	1281.073245	2634.985734	618.868603	18	D0;S15;C74;C22;C2;C58;S0;C52;C18;C83;C5;D0;D0;C68;S1;C54;C80;C3;C79;C50;C69;C27;D0;D0;C1;C33;C81;S4;C35;C78;C34;C77;C76;C28;D0;D0;C40;S13;C6;C84;C93;C99;C59;C92;C97;C95;C53;D0;D0;C8;C7;S5;C63;C90;C32;C10;C30;D0;D0;C70;S3;C20;C66;C65;C71;S4;C9;C51;D0;D0;C96;C61;C16;S11;C85;C98;C100;C91;C86;C44;C37;C94;D0;D0;S11;C38;C14;C43;S14;C15;C57;C42;C87;C13;D0;D0;S17;C23;C67;C39;S18;C4;C72;C73;C41;D0;D0;C89;C60;C17;S10;C45;S10;C46;C36;C47;C48;C82;D0;D0;C21;C75;C56;S18;C25;C55;C24;C29;C12;C26;D0;D0;C31;C62;S7;C49;C64;C11;C19;S7;C88;D0
R110	12	1094.348176	2610.549451	575.458450	14	D0;C52;C7;C62;S5;C10;C90;C32;C30;C69;D0;D0;C85;C91;S11;C16;C44;C14;C38;C86;C61;S13;D0;D0;S3;C20;C66;C65;C35;C71;S4;C9;C51;D0;D0;C6;C60;C5;C84;C17;C45;C83;C18;S9;D0;D0;C68;C77;C3;C79;C50;C76;C28;D0;D0;C89;S9;C8;C46;C36;C49;S8;C47;C48;C82;D0;D0;C58;S15;C2;C57;C15;C43;C42;C95;C94;D0;D0;C96;C59;C37;C100;C98;C93;C99;C92;C97;C87;C13;D0;D0;C1;C33;C81;C78;C34;C29;C24;S1;C80;C12;C26;D0;D0;C70;S5;C63;C64;C11;C19;S7;C88;C31;C27;D0;D0;C21;C74;C22;C75;C56;C39;S18;C67;C23;C41;D0;D0;C40;C54;C55;S19;C25;C4;C72;C73;C53;D0
R111	12	1102.175246	2618.519065	577.834978	15	D0;S9;C8;C45;C46;C36;C49;S8;C47;C48;C82;D0;D0;C54;C55;C25;C39;S18;C67;C23;C41;D0;D0;C1;C33;C81;C78;C34;C29;S1;C24;C80;C12;D0;D0;C61;C16;S11;C91;C44;C14;C38;C86;S11;C85;D0;D0;C40;C21;C74;C22;C75;S17;C56;C4;C72;C73;C26;C53;D0;D0;C58;S15;C2;C57;C15;C43;C42;C95;C94;D0;D0;C27;C50;C79;C3;C68;C77;C76;C28;D0;D0;S3;C20;C66;C65;C35;C71;S4;C9;C51;D0;D0;C89;C96;S13;C92;C37;C98;C100;C93;C99;C59;C97;C87;C13;D0;D0;C52;C7;C62;S5;C10;C90;C32;C30;C69;D0;D0;C70;S5;C63;C64;C11;C19;S7;C88;C31;D0;D0;C6;C60;C5;C84;C17;C83;S9;C18;D0
R112	11	1016.632131	2411.743427	497.439005	13	D0;C70;C30;S3;C51;C81;C33;C50;C69;C27;D0;D0;C7;C19;C11;C63;S6;C32;C90;C10;C88;D0;D0;C58;S15;C2;C57;C15;C43;C42;C87;C13;D0;D0;C68;C80;S1;C24;C29;C34;C78;C79;C3;C77;C76;C28;D0;D0;C54;C55;C25;C67;C39;S18;C4;C12;C26;D0;D0;S13;C85;C91;C44;C14;C38;C86;C16;S11;C61;C5;D0;D0;C31;C62;S7;C64;C49;S8;C36;C47;C48;C82;D0;D0;C40;C21;C74;C22;C41;C75;S17;C23;C56;C72;C73;C53;D0;D0;C89;C6;C96;C59;C99;C93;C98;C100;C37;C92;C97;C95;C94;D0;D0;C1;S3;C20;C66;C65;C35;C71;S4;C9;D0;D0;C60;C84;C17;C45;S10;C46;C8;C83;C18;C52;D0
R201	3	1264.366598	2912.465474	865.410274	7	D0;C7;C46;C8;C5;C59;C100;C99;C14;C92;S13;C52;C88;C19;C48;C18;C27;C69;C50;C32;C90;C10;C31;C30;S3;C9;C20;C66;C71;C35;C51;C3;C29;C24;C12;C62;D0;D0;C13;C95;C42;C2;C72;C21;C26;C34;C65;S4;C78;C33;C68;C76;C28;C53;C58;C84;C61;S11;C91;C98;C37;C87;C43;C38;C44;C16;C93;C85;C17;C40;C4;C56;C22;C41;S16;C15;C73;D0;D0;C1;C70;C81;C79;C77;C80;C54;C25;C67;C23;C39;S19;C55;C74;C75;C57;C97;S13;C94;C6;C89;C60;C83;C82;C47;C11;C63;C64;C49;C36;C45;C86;C96;D0
R202	3	1052.315531	2882.197705	497.936086	3	D0;C13;C2;C21;C72;C4;C54;C25;C67;C23;C56;C39;S19;C55;C24;C68;C50;C30;C70;C10;C90;C32;C66;C71;C9;C20;C51;C31;C62;C3;C29;C12;C26;D0;D0;C7;C46;C5;C99;C59;C98;C100;C37;C95;C92;C14;C38;C43;C42;C57;C58;C87;C97;S13;C94;C6;C40;C74;C75;C22;C41;C15;C73;C53;D0;D0;C69;C1;C80;C77;C81;C65;C35;C34;C78;C79;C33;C76;C27;C28;C52;C88;C48;S9;C18;C84;C61;C16;C44;C91;C85;C93;C60;C83;C8;C82;C47;C19;C11;C63;C64;C49;C36;C45;C17;C86;C96;C89;D0
R203	3	895.537637	2930.009785	500.043452	4	D0;C69;C1;C77;C3;C79;C81;C71;C65;C35;C34;C78;C33;C76;C50;S3;C51;C9;C66;C90;C10;C70;C30;C20;C32;C63;C64;C49;C36;C19;C11;C62;C88;C31;D0;D0;C52;C7;C46;C84;C5;C59;C100;C37;C95;C92;C85;C61;C93;C99;C96;C6;C94;C87;C97;C98;C91;S11;C16;C44;C14;C42;C57;C41;C22;C74;C72;C4;C24;C29;C68;C80;C12;C28;D0;D0;C53;C58;C13;C2;C73;C21;C54;C25;C67;C23;C75;C56;C39;S19;C55;C26;C27;C89;C18;C60;C83;C82;C48;C47;C8;S10;C45;C17;C86;C38;C43;C15;C40;D0
R204	2	779.491109	1988.764729	327.096186	3	D0;C27;C69;C1;C50;C33;C81;C51;C9;C71;C66;C65;C35;C34;C78;C79;C3;C77;C76;C68;C80;C24;C54;C55;C25;S19;C4;C73;C2;C87;C94;C6;C89;C18;C60;C5;C16;C86;C38;C44;C14;C43;C15;C26;C12;C29;C28;D0;D0;C53;C13;C95;S13;C96;C99;C59;C98;C37;C100;C42;C57;C41;C22;C23;C67;C39;C56;C75;C74;C72;C21;C40;C58;C97;C92;C93;C85;C91;S11;C61;C17;C84;C83;C48;C19;C11;C90;C10;C62;C88;C31;C70;C30;C20;C32;C63;C64;C49;C36;C47;C46;C45;C8;C82;C7;C52;D0
R205	3	989.028966	2695.545339	611.297230	4	D0;C1;C70;C7;C19;C46;C8;C5;C84;C61;S11;C98;C92;C97;C94;C6;C89;C18;C60;C83;C48;C47;C36;C49;C64;C63;C11;C62;C82;C45;C17;C86;S11;C96;D0;D0;C13;C95;C99;C59;C100;C14;C42;C2;C21;C72;C23;C67;C25;C55;S18;C39;C75;C74;C57;C43;C38;C44;C16;C91;C85;C93;C37;C87;C15;C41;C22;C56;C4;C73;C40;D0;D0;C26;C54;C80;C79;C81;C65;C34;C78;C33;C77;C68;C76;C28;C53;C58;C27;C52;C88;S5;C10;C90;C32;C31;C69;C50;C30;C20;C66;C71;C35;C9;C51;C3;C29;C24;C12;D0
