INSTANCE	NUM_VEHICLES	TOTAL_DISTANCE	TOTAL_TIME	RECHARGING_AMOUNT	NUM_VISITED_STATIONS	CONFIGURATION
C206	4	629.949380	10021.157920	170.094580	3	D0;C48;C43;C41;C42;C47;C52;C50;C51;C45;C46;C44;C40;C57;C59;C60;C58;C56;C53;C54;C55;C49;C65;S15;C68;C64;C61;C72;C74;C62;C66;C69;D0;D0;C89;C4;C3;C7;C98;C95;C94;C92;C97;C100;C99;C1;C2;C75;C5;C93;D0;D0;C8;C10;C11;C9;C13;C15;C12;C14;C16;C19;C18;C17;C25;C23;C26;S10;C28;C34;C36;C39;C38;C37;C35;C31;C33;C32;C6;C29;C30;C27;C24;C20;C22;C21;D0;D0;C90;C91;C88;C86;C84;C83;C82;C85;S20;C76;C71;C70;C73;C80;C79;C81;C78;C77;C87;C96;C63;C67;D0
C207	4	629.949380	10021.432720	170.214580	3	D0;C48;C43;C41;C42;C47;C52;C50;C51;C45;C46;C44;C40;C57;C59;C60;C58;C56;C53;C54;C55;C49;C65;S15;C68;C64;C61;C72;C74;C62;C66;C69;D0;D0;C90;C91;C88;C86;C84;C83;C82;C85;S20;C76;C71;C70;C73;C80;C79;C81;C78;C77;C87;C96;C63;C67;D0;D0;C89;C4;C3;C7;C98;C95;C94;C92;C97;C100;C99;C1;C2;C75;C5;C93;D0;D0;C8;C10;C11;C9;C13;C15;C12;C14;C16;C19;C18;C17;C25;C23;C26;S10;C28;C34;C36;C39;C38;C37;C35;C31;C33;C32;C6;C29;C30;C27;C24;C20;C22;C21;D0
C208	4	629.949380	10021.432720	170.214580	3	D0;C90;C91;C88;C86;C84;C83;C82;C85;S20;C76;C71;C70;C73;C80;C79;C81;C78;C77;C87;C96;C63;C67;D0;D0;C89;C4;C3;C7;C98;C95;C94;C92;C97;C100;C99;C1;C2;C75;C5;C93;D0;D0;C8;C10;C11;C9;C13;C15;C12;C14;C16;C19;C18;C17;C25;C23;C26;S10;C28;C34;C36;C39;C38;C37;C35;C31;C33;C32;C6;C29;C30;C27;C24;C20;C22;C21;D0;D0;C48;C43;C41;C42;C47;C52;C50;C51;C45;C46;C44;C40;C57;C59;C60;C58;C56;C53;C54;C55;C49;C65;S15;C68;C64;C61;C72;C74;C62;C66;C69;D0
R101	17	1624.892412	3587.384394	662.785023	27	D0;C21;C39;C56;S17;C23;C67;S17;C41;D0;D0;C33;C34;C78;C29;S1;C77;C76;C28;D0;D0;C1;C66;S6;C63;C10;C88;D0;D0;C60;C19;S8;C36;S8;C48;C47;D0;D0;S14;C43;C38;C86;S11;C14;C44;C37;D0;D0;C40;C2;C15;C42;C57;S15;D0;D0;C3;C68;C55;C4;S19;C25;C24;S1;D0;D0;C54;C80;C12;D0;D0;C81;S4;C65;S4;C71;C35;S4;C20;C51;S3;D0;D0;C89;C6;C58;C95;C53;D0;D0;S13;C61;C16;C91;C85;C98;C92;C97;C87;C13;D0;D0;S5;C70;C9;C79;C50;S3;C30;D0;D0;S7;C62;C11;S7;C7;C52;C18;C69;C27;D0;D0;C96;S13;C100;C59;C93;C99;C5;C94;D0;D0;S9;C8;C46;C17;C84;C45;S10;C83;C82;S9;D0;D0;S15;C74;C22;C75;C72;C73;C26;D0;D0;C31;S5;C32;C90;C64;C49;S8;D0
R102	15	1454.534583	3123.334504	580.990347	25	D0;C33;C81;C34;C78;C29;S1;C24;C12;D0;D0;S14;C43;C38;S14;C15;S14;C42;C87;C57;C2;D0;D0;S13;C96;C5;C17;C84;S10;C45;C83;C88;D0;D0;C97;C98;C100;S11;C91;C86;C14;C44;C37;S13;D0;D0;C9;S4;C65;C71;C35;S4;C20;C51;S3;D0;D0;C74;S17;C39;C67;C23;S17;C75;C22;C41;D0;D0;C53;C40;C56;C72;C73;C21;D0;D0;C89;C6;C58;C13;C95;C94;D0;D0;C31;C70;S3;C79;C80;C77;C76;C28;D0;D0;C1;C66;S3;C50;C69;C27;D0;D0;S5;C10;C32;C90;C64;C63;S6;C30;S3;D0;D0;S7;C19;C11;S7;C7;C52;C48;C82;S9;C60;D0;D0;C3;C68;S1;C54;C4;S19;C25;C55;C26;D0;D0;C18;C8;C46;C36;C47;S8;C49;C62;D0;D0;C93;C61;C16;S11;C85;C59;C92;C99;D0
R103	12	1304.241428	2650.749508	571.490228	23	D0;C94;C96;C89;C18;S9;C7;C52;C69;C27;D0;D0;C31;S5;C10;C90;C63;C64;S6;C32;C20;S3;D0;D0;C50;S3;C66;C78;C81;C51;S3;C30;C70;D0;D0;C48;C47;S8;C36;C49;C19;C11;C62;C88;S9;D0;D0;S18;C39;C67;C23;S17;C72;C73;C74;C22;C41;S15;D0;D0;C53;C58;C40;C21;S14;C15;C43;C42;C87;C57;C2;D0;D0;C13;S13;C14;C38;C86;S11;C98;C100;C44;C37;D0;D0;C33;C9;S4;C65;S4;C71;C35;C34;C76;D0;D0;S9;C8;C46;C17;C84;C83;C45;S10;C82;C60;D0;D0;C28;C1;C68;C3;C79;C29;S1;C77;C12;C26;D0;D0;C75;S17;C56;C54;C4;S19;C25;C55;C24;C80;D0;D0;C5;C61;C16;S11;C91;C85;C93;C92;C99;C59;C97;C95;S13;C6;D0
R104	11	1051.414740	2386.272295	345.825872	12	D0;S3;C20;C66;C65;C35;C71;S4;C9;C51;C50;D0;D0;C94;C95;C59;C98;C37;C57;C15;S14;C43;C42;C87;C97;C13;D0;D0;C85;C61;S11;C91;C16;C86;C44;C38;C14;C100;C92;S13;D0;D0;S5;C10;C11;C64;C63;C90;S6;C32;C30;C70;C27;D0;D0;C48;C36;C49;S8;C47;C19;C62;C88;C31;D0;D0;C26;C54;C55;C25;S19;C4;C72;C73;C21;C2;C58;C53;D0;D0;C76;C79;C3;C77;C12;D0;D0;C40;C74;C75;C56;C23;C67;S18;C39;C22;C41;D0;D0;C60;C83;C8;C46;S10;C45;C17;C84;C5;C93;C99;C96;C6;D0;D0;C89;C18;C82;C7;C52;C69;D0;D0;C1;C33;C81;C78;C34;C29;C24;S1;C80;C68;C28;D0
R105	14	1347.799505	2903.366146	509.993797	21	D0;S15;C2;C15;C42;C14;C44;C37;S13;D0;D0;C68;C54;C55;S19;C25;C24;C12;D0;D0;S9;C60;C17;C84;S10;C45;C48;C82;C88;D0;D0;C3;C33;C81;C79;C80;S1;C29;C77;C76;C28;D0;D0;S7;C62;C11;C19;C7;C52;C18;S9;C83;C5;D0;D0;C1;S3;C9;C34;C78;C50;C69;C27;D0;D0;C21;C56;C39;S18;C4;C72;C73;C41;C57;S15;D0;D0;C8;C46;C36;S8;C64;C49;C47;S9;D0;D0;S3;C66;C65;C35;C71;S4;C20;C51;D0;D0;C40;C74;C22;C75;S17;C23;C67;S18;C26;D0;D0;C31;C70;C32;C90;C63;S5;C10;C30;D0;D0;S14;C43;C38;C86;C93;C99;S13;C95;C94;D0;D0;C89;C6;C59;C58;C53;D0;D0;C96;C61;C16;S11;C91;C100;C85;C98;C92;C97;C87;C13;D0
R106	13	1263.126182	2722.355735	481.852962	19	D0;C74;C75;S17;C56;C39;C67;C23;S17;C22;C41;C57;D0;D0;C96;C5;C61;C16;C17;C84;C45;S10;C83;C60;D0;D0;C8;C46;C36;S8;C64;C49;S8;C47;D0;D0;C1;C70;C32;C90;C63;C10;S5;C88;D0;D0;C2;S14;C43;C38;C86;S11;C44;C14;C37;D0;D0;C89;C6;C52;C69;C27;D0;D0;C53;C40;C58;C15;S14;C42;C87;C13;D0;D0;S19;C25;C55;C54;C4;C72;C73;C21;C26;D0;D0;S3;C33;C81;C34;C78;C79;C29;S1;C77;C76;C12;D0;D0;C28;C3;C68;S1;C24;C80;C50;S3;C20;C30;D0;D0;S3;C9;C66;C65;S4;C71;C35;C51;D0;D0;C97;C98;C100;C91;C85;C93;C59;C99;C92;C95;S13;C94;D0;D0;C31;C62;C11;C19;S7;C7;C48;C82;S9;C18;D0
R107	11	1104.507099	2391.693465	391.887809	17	D0;C31;C62;S7;C19;C49;C36;C47;C46;C82;S9;C18;D0;D0;C83;C8;S10;C45;C17;C84;C5;C99;C92;C97;C95;S13;C94;C6;D0;D0;C10;C63;C32;S6;C90;C64;C11;S7;C88;D0;D0;C28;C68;C80;S1;C24;C29;C3;C77;C76;C12;D0;D0;C26;S19;C25;C55;C54;C4;C72;C74;C73;C21;C58;D0;D0;C89;C60;S9;C48;C7;C52;C69;C27;D0;D0;C96;C59;C98;C100;C14;C43;S14;C15;C42;C57;C87;C13;D0;D0;C50;C33;C81;C79;C78;C34;C35;C71;S4;C9;D0;D0;C53;C40;C56;C39;C67;C23;S17;C75;C22;C41;C2;D0;D0;S13;C93;C61;C16;S11;C85;C91;C38;C86;C44;C37;S13;D0;D0;C1;C20;S4;C65;C66;C51;S3;C30;C70;D0
R108	10	1030.443981	2239.853998	389.843981	16	D0;C27;C1;C10;C62;S7;C7;C52;C69;C50;C76;C28;D0;D0;C18;C82;C48;C19;C47;S8;C49;C36;C46;C8;D0;D0;C89;C60;C83;C45;C17;C84;C5;C99;C59;S13;C95;C94;D0;D0;S3;C51;C9;C81;C33;C79;C29;C24;S1;C77;C12;C26;D0;D0;C6;C96;C61;C86;C16;S11;C91;C100;C98;C37;C92;C97;C87;C13;D0;D0;C68;C80;C54;C55;C25;S19;C4;C72;C73;C21;C40;C58;C53;D0;D0;C74;C75;S17;C56;C39;C67;C23;S17;C22;C41;C2;D0;D0;S3;C20;C66;C65;C71;S4;C35;C34;C78;C3;D0;D0;C93;C85;S11;C44;C38;C14;C43;C42;S14;C15;C57;S15;D0;D0;C70;C30;C32;S6;C90;C63;C64;C11;S7;C88;C31;D0
R109	12	1176.691028	2569.166969	401.953178	16	D0;C2;C15;C43;S14;C42;C57;C41;D0;D0;C1;C70;S3;C20;C66;C32;C90;C63;C10;S5;C88;D0;D0;C40;C74;C22;C75;C72;C73;C58;C53;D0;D0;C8;S8;C49;C64;C11;C19;C48;C82;S9;D0;D0;C68;C3;C79;C78;C34;C29;S1;C24;C12;D0;D0;C89;C60;C84;C17;C45;S10;C46;C36;C47;D0;D0;C6;C59;C98;C100;C85;C93;C92;C97;C87;C13;D0;D0;S19;C25;S19;C55;C54;C80;C77;C50;C76;C69;C27;D0;D0;C96;C61;C16;S11;C91;C14;C38;C86;C44;C37;S13;D0;D0;C31;C62;S7;C7;C52;C18;C83;C5;C99;S13;C95;C94;D0;D0;C21;C56;C23;C67;C39;S18;C4;C26;C28;D0;D0;C33;C81;S4;C65;C35;C71;S4;C9;C51;C30;D0
R110	11	1067.114205	2395.600359	340.308065	15	D0;S3;C20;C66;C65;C35;C71;C9;C51;S3;C69;D0;D0;C52;C7;C19;C11;C63;C90;C10;S5;C88;C27;D0;D0;C68;C54;C55;S19;C25;S18;C39;C67;C23;C41;D0;D0;C96;C85;C91;S11;C16;C44;C14;C38;C86;C61;C5;S13;D0;D0;C58;S15;C2;C57;C15;C43;C42;C95;C94;D0;D0;C40;C21;C74;C22;C75;S17;C56;C4;C72;C73;C53;D0;D0;C89;C60;C84;C17;C45;S10;C8;C46;C83;C18;S9;D0;D0;C6;C92;C37;C100;C98;C93;C99;C59;C97;C87;C13;D0;D0;C33;C81;C79;C78;C34;C29;S1;C24;C80;C12;C26;D0;D0;C1;C70;S6;C32;C30;C50;C3;C77;C76;C28;D0;D0;C31;C62;S7;C64;C49;C36;S8;C47;C48;C82;D0
R111	11	1076.149253	2338.332347	355.707083	14	D0;C6;C92;C37;C98;C100;C85;C93;C99;C59;C97;C95;C94;D0;D0;C52;C7;C19;C47;C48;C82;C18;S9;C83;D0;D0;C1;S3;C20;C66;C65;C35;C71;S4;C9;C51;D0;D0;C96;S13;C14;C38;C43;S14;C15;C42;C87;C13;D0;D0;C56;C23;C67;C39;S18;C4;C72;C73;C26;D0;D0;C68;C80;C54;S19;C25;C55;C24;C29;C3;C77;C12;D0;D0;C89;C60;C84;C17;C16;S11;C91;C44;C86;C61;C5;D0;D0;C40;C21;C74;C75;C22;C41;C57;C2;S15;C58;C53;D0;D0;C70;S3;C33;C81;C34;C78;C79;C50;C76;C28;D0;D0;C8;C45;S10;C46;C36;C49;C64;S7;C88;D0;D0;C31;C62;S7;C11;C63;S6;C32;C90;C10;C30;C69;C27;D0
R112	11	1001.786727	2322.518874	303.041513	13	D0;C6;C96;C59;C99;C93;C98;C100;C37;C92;C97;C95;C94;D0;D0;C31;C62;S7;C11;C64;C63;C90;C32;C10;S5;C88;D0;D0;S3;C20;C66;C65;C71;S4;C35;C34;C78;C76;D0;D0;C58;S15;C2;C57;C15;C43;C42;C87;C13;D0;D0;C89;C60;C84;C17;C45;S10;C46;C8;C83;C18;D0;D0;C52;C7;C19;C49;C36;S8;C47;C48;C82;D0;D0;S13;C85;C91;C44;C14;C38;C86;C16;S11;C61;C5;D0;D0;C54;C55;C25;C67;C39;S18;C4;C26;D0;D0;C68;C80;S1;C24;C29;C79;C3;C77;C12;C28;D0;D0;C1;C70;C30;S3;C51;C9;C81;C33;C50;C69;C27;D0;D0;C40;C21;C72;C74;C75;C56;C23;S17;C22;C41;C73;C53;D0
R201	3	1255.814543	2892.606787	804.333063	7	D0;C70;C1;C80;C77;C79;C81;S4;C65;C34;C78;C33;C76;C27;C52;C88;C19;C48;S9;C18;C69;C50;C32;C90;C10;C31;C30;C9;C20;C66;C71;C35;S4;C51;C3;C29;C24;C12;C73;D0;D0;C7;C46;C8;C5;C99;C100;C14;C92;C84;C61;S11;C91;C98;C37;C87;C43;C38;C44;C16;C93;C85;C17;S13;C40;C4;C56;C22;C41;C15;C96;D0;D0;C13;C95;C59;C42;C2;C21;C54;C25;C67;C23;C72;C26;C39;S19;C55;C68;C28;C53;C58;C74;C75;C57;C97;C94;C6;C89;C60;C83;C82;C47;S8;C49;C64;C11;C63;C62;C36;C45;C86;D0
R202	3	1052.517768	2936.011818	356.914630	4	D0;C13;C2;C21;C77;C80;C54;C25;C67;C23;C75;C72;C56;C39;S19;C55;C4;C58;C28;C50;C30;C70;C31;C10;C90;C32;C66;C9;C20;C51;C3;C29;C24;C12;C26;C73;C53;D0;D0;C7;C46;C5;C99;C59;C98;C100;C37;C95;C92;C14;C43;C42;C57;C87;C97;C94;C6;C40;C74;C22;C41;C15;S14;C38;C86;C17;C89;D0;D0;C69;C1;C81;S4;C71;C65;C35;C34;C78;C33;C79;C68;C76;C27;C52;C88;C48;C18;C84;C61;C16;C44;C91;C85;C93;C60;C83;C8;C82;C47;S8;C49;C64;C63;C11;C62;C19;C36;C45;C96;D0
R203	3	895.537637	2930.009785	500.043452	4	D0;C69;C1;C77;C3;C79;C81;C71;C65;C35;C34;C78;C33;C76;C50;S3;C51;C9;C66;C90;C10;C70;C30;C20;C32;C63;C64;C49;C36;C19;C11;C62;C88;C31;D0;D0;C53;C58;C13;C2;C73;C21;C54;C25;C67;C23;C75;C56;C39;S19;C55;C26;C27;C89;C18;C60;C83;C82;C48;C47;C8;S10;C45;C17;C86;C38;C43;C15;C40;D0;D0;C52;C7;C46;C84;C5;C59;C100;C37;C95;C92;C85;C61;C93;C99;C96;C6;C94;C87;C97;C98;C91;S11;C16;C44;C14;C42;C57;C41;C22;C74;C72;C4;C24;C29;C68;C80;C12;C28;D0
R204	2	779.491109	1987.211026	314.148661	3	D0;C27;C69;C1;C50;C33;C81;C51;C9;C71;C66;C65;C35;C34;C78;C79;C3;C77;C76;C68;C80;C24;C54;C55;C25;S19;C4;C73;C2;C87;C94;C6;C89;C18;C60;C5;C16;C86;C38;C44;C14;C43;C15;C26;C12;C29;C28;D0;D0;C53;C13;C95;S13;C96;C99;C59;C98;C37;C100;C42;C57;C41;C22;C23;C67;C39;C56;C75;C74;C72;C21;C40;C58;C97;C92;C93;C85;C91;S11;C61;C17;C84;C83;C48;C19;C11;C90;C10;C62;C88;C31;C70;C30;C20;C32;C63;C64;C49;C36;C47;C46;C45;C8;C82;C7;C52;D0
R205	3	987.221467	2718.758384	449.585513	4	D0;C13;C95;C59;C99;C5;C100;C14;C42;C2;C21;C72;C23;C67;C25;C55;S18;C39;C75;C74;C57;C43;C87;C97;C37;C98;C93;C85;C91;S11;C16;C44;C38;C86;C17;C45;C82;C47;C36;C49;C64;C11;C63;C62;D0;D0;C1;C70;C52;C7;C8;C46;C48;C19;C88;S5;C10;C90;C32;C31;C69;C50;C30;C20;C66;C71;C35;C9;C51;C3;C29;C24;C12;D0;D0;C26;C54;C80;C79;C81;C65;C34;C78;C33;C77;C68;C76;C28;C27;S0;C53;C58;C92;C61;C84;C83;C60;C18;C89;C6;C94;C96;C15;C41;C22;C56;C4;C73;C40;D0
